Sesión;Usuario;Fecha y hora;Tiempo desde inicio (s);Velocidad (km/h);Potencia (W);Cadencia (rpm);Pulso (bpm);Pendiente (%);Marcha virtual;Relación;Elevación (m);Latitud;Longitud;Distancia (km)
22;DR;2026-09-03T09:09:46.744Z;73.5;0.61;0;0;87;-2.54;12;2.05;68.0;43.317968;-1.929519;0.007
22;DR;2026-09-03T09:09:47.756Z;74.5;0.61;0;0;86;-2.54;12;2.05;68.0;43.317968;-1.929519;0.008
22;DR;2026-09-03T09:09:48.747Z;75.5;0.61;0;0;86;-2.54;12;2.05;68.0;43.317968;-1.929519;0.008
22;DR;2026-09-03T09:09:49.747Z;76.5;0.61;0;0;86;-2.54;12;2.05;68.0;43.317968;-1.929519;0.008
22;DR;2026-09-03T09:09:50.748Z;77.5;0.61;0;0;87;-2.58;13;2.19;68.0;43.317968;-1.929519;0.008
22;DR;2026-09-03T09:09:51.873Z;78.6;0.61;0;0;86;-2.58;13;2.19;68.0;43.317968;-1.929519;0.008
22;DR;2026-09-03T09:09:52.744Z;79.5;0.61;0;0;85;-2.58;13;2.19;68.0;43.317968;-1.929519;0.008
22;DR;2026-09-03T09:09:53.963Z;80.7;0.61;0;0;89;-2.58;13;2.19;68.0;43.317968;-1.929519;0.009
22;DR;2026-09-03T09:09:54.754Z;81.5;0.61;0;0;88;-2.58;13;2.19;68.0;43.317968;-1.929519;0.009
22;DR;2026-09-03T09:09:55.841Z;82.6;0.61;0;0;90;-2.58;13;2.19;68.0;43.317968;-1.929519;0.009
22;DR;2026-09-03T09:09:56.757Z;83.5;0.61;0;0;90;-2.58;13;2.19;68.0;43.317968;-1.929519;0.009
22;DR;2026-09-03T09:09:57.851Z;84.6;0.61;0;0;90;-2.58;13;2.19;68.0;43.317968;-1.929519;0.009
22;DR;2026-09-03T09:09:58.748Z;85.5;0.61;0;0;88;-2.58;13;2.19;68.0;43.317968;-1.929519;0.009
22;DR;2026-09-03T09:09:59.919Z;86.7;0.61;0;0;90;-2.58;13;2.19;68.0;43.317968;-1.929519;0.010
22;DR;2026-09-03T09:10:00.767Z;87.5;0.61;0;0;91;-2.58;13;2.19;68.0;43.317968;-1.929519;0.010
22;DR;2026-09-03T09:10:01.755Z;88.5;0.61;0;0;90;-2.58;13;2.19;68.0;43.317968;-1.929519;0.010
22;DR;2026-09-03T09:10:02.820Z;89.6;0.61;0;0;88;-2.58;13;2.19;68.0;43.317968;-1.929519;0.010
22;DR;2026-09-03T09:10:03.746Z;90.5;0.61;0;0;87;-2.58;13;2.19;68.0;43.317968;-1.929519;0.010
22;DR;2026-09-03T09:10:04.870Z;91.6;0.74;0;0;86;-2.58;13;2.19;68.0;43.317968;-1.929519;0.010
22;DR;2026-09-03T09:10:05.752Z;92.5;0.60;0;0;90;-2.58;13;2.19;68.0;43.317968;-1.929519;0.011
22;DR;2026-09-03T09:10:06.878Z;93.6;0.80;0;0;92;-2.58;13;2.19;68.0;43.317968;-1.929519;0.011
22;DR;2026-09-03T09:10:07.780Z;94.5;1.25;0;0;91;-2.58;13;2.19;68.0;43.317968;-1.929519;0.011
22;DR;2026-09-03T09:10:08.754Z;95.5;0.86;0;0;88;-2.58;13;2.19;68.0;43.317968;-1.929519;0.011
22;DR;2026-09-03T09:10:09.826Z;96.6;1.28;0;0;88;-2.58;13;2.19;68.0;43.317968;-1.929519;0.012
22;DR;2026-09-03T09:10:10.745Z;97.5;4.30;0;0;87;-2.58;13;2.19;68.0;43.317968;-1.929519;0.012
22;DR;2026-09-03T09:10:11.790Z;98.6;4.30;0;0;87;-2.58;13;2.19;68.0;43.317968;-1.929519;0.014
22;DR;2026-09-03T09:10:12.746Z;99.5;12.52;80;22;87;-2.57;13;2.19;68.0;43.317968;-1.929519;0.016
22;DR;2026-09-03T09:10:13.752Z;100.5;15.10;100;39;87;-2.57;13;2.19;68.0;43.317968;-1.929519;0.020
22;DR;2026-09-03T09:10:14.758Z;101.5;18.09;152;77;86;-1.56;13;2.19;68.0;43.317968;-1.929519;0.024
22;DR;2026-09-03T09:10:15.763Z;102.5;19.83;97;84;84;-1.56;13;2.19;68.2;43.318179;-1.929179;0.030
22;DR;2026-09-03T09:10:17.118Z;103.9;20.78;97;80;85;-0.38;13;2.19;68.2;43.318179;-1.929179;0.037
22;DR;2026-09-03T09:10:17.764Z;104.5;21.30;92;65;85;-0.38;13;2.19;68.2;43.318179;-1.929179;0.041
22;DR;2026-09-03T09:10:18.750Z;105.5;21.51;74;60;85;0.44;13;2.19;68.2;43.318179;-1.929179;0.047
22;DR;2026-09-03T09:10:19.767Z;106.5;21.70;79;58;85;0.44;13;2.19;68.2;43.318179;-1.929179;0.053
22;DR;2026-09-03T09:10:20.757Z;107.5;21.57;103;78;84;0.98;13;2.19;68.2;43.318179;-1.929179;0.059
22;DR;2026-09-03T09:10:21.757Z;108.5;21.21;97;87;84;0.98;12;2.05;68.2;43.318179;-1.929179;0.065
22;DR;2026-09-03T09:10:22.753Z;109.5;21.21;97;87;86;0.89;10;1.80;68.4;43.318256;-1.929021;0.071
22;DR;2026-09-03T09:10:23.787Z;110.6;20.79;142;82;86;0.89;10;1.80;68.4;43.318256;-1.929021;0.077
22;DR;2026-09-03T09:10:25.091Z;111.9;20.72;139;84;88;-0.25;10;1.80;68.4;43.318312;-1.928869;0.084
22;DR;2026-09-03T09:10:25.744Z;112.5;20.64;133;83;89;-0.25;10;1.80;68.4;43.318312;-1.928869;0.088
22;DR;2026-09-03T09:10:27.059Z;113.8;21.19;113;74;87;-1.03;11;1.92;68.4;43.318312;-1.928869;0.096
22;DR;2026-09-03T09:10:27.857Z;114.6;22.05;100;75;86;-1.03;14;2.34;68.2;43.318375;-1.928681;0.101
22;DR;2026-09-03T09:10:28.746Z;115.5;22.36;78;67;89;-0.19;14;2.34;68.2;43.318375;-1.928681;0.106
22;DR;2026-09-03T09:10:29.752Z;116.5;22.38;82;80;89;-0.19;14;2.34;68.4;43.318423;-1.928595;0.112
22;DR;2026-09-03T09:10:30.804Z;117.6;22.34;74;70;91;-0.26;14;2.34;68.4;43.318423;-1.928595;0.119
22;DR;2026-09-03T09:10:31.837Z;118.6;21.34;53;70;90;-0.26;14;2.34;68.2;43.318526;-1.928455;0.125
22;DR;2026-09-03T09:10:32.759Z;119.5;20.51;30;54;91;-0.50;14;2.34;68.2;43.318526;-1.928455;0.130
22;DR;2026-09-03T09:10:33.744Z;120.5;20.95;94;51;92;-0.50;14;2.34;68.2;43.318526;-1.928455;0.136
22;DR;2026-09-03T09:10:34.745Z;121.5;21.51;83;62;96;0.28;14;2.34;68.2;43.318660;-1.928246;0.142
22;DR;2026-09-03T09:10:35.745Z;122.5;21.74;85;87;100;0.28;14;2.34;68.2;43.318660;-1.928246;0.148
22;DR;2026-09-03T09:10:36.759Z;123.5;21.63;89;87;100;0.28;14;2.34;68.2;43.318660;-1.928246;0.154
22;DR;2026-09-03T09:10:37.747Z;124.5;22.14;153;90;99;0.28;14;2.34;68.2;43.318705;-1.928200;0.160
22;DR;2026-09-03T09:10:38.753Z;125.5;23.08;132;84;100;-0.64;14;2.34;68.0;43.318919;-1.928109;0.166
22;DR;2026-09-03T09:10:39.821Z;126.6;23.59;128;81;99;-0.64;17;2.85;68.0;43.318919;-1.928109;0.173
22;DR;2026-09-03T09:10:40.764Z;127.5;24.35;126;88;99;0.30;22;3.95;68.0;43.318919;-1.928109;0.180
22;DR;2026-09-03T09:10:42.203Z;129.0;24.99;100;88;99;0.30;24;4.50;68.0;43.318919;-1.928109;0.190
22;DR;2026-09-03T09:10:43.327Z;130.1;24.66;97;88;100;1.58;24;4.50;68.0;43.319104;-1.928191;0.197
22;DR;2026-09-03T09:10:43.793Z;130.6;24.66;97;88;100;1.58;24;4.50;68.0;43.319104;-1.928191;0.200
22;DR;2026-09-03T09:10:44.746Z;131.5;23.64;156;76;100;1.58;24;4.50;68.0;43.319104;-1.928191;0.207
22;DR;2026-09-03T09:10:45.752Z;132.5;23.06;167;75;102;0.37;24;4.50;67.8;43.319168;-1.928235;0.213
22;DR;2026-09-03T09:10:46.746Z;133.5;23.07;204;82;103;0.37;24;4.50;67.8;43.319168;-1.928235;0.220
22;DR;2026-09-03T09:10:47.747Z;134.5;24.15;209;82;105;1.37;23;4.22;67.8;43.319334;-1.928393;0.226
22;DR;2026-09-03T09:10:49.120Z;135.9;24.67;129;85;106;1.37;23;4.22;67.8;43.319334;-1.928393;0.236
22;DR;2026-09-03T09:10:49.749Z;136.5;23.77;158;88;105;0.37;23;4.22;67.8;43.319334;-1.928393;0.240
22;DR;2026-09-03T09:10:50.751Z;137.5;23.25;198;85;105;0.37;23;4.22;67.6;43.319381;-1.928465;0.246
22;DR;2026-09-03T09:10:51.756Z;138.5;23.55;159;81;108;-0.64;23;4.22;66.4;43.319454;-1.928636;0.253
22;DR;2026-09-03T09:10:52.754Z;139.5;24.15;129;84;110;-0.64;23;4.22;66.4;43.319454;-1.928636;0.260
22;DR;2026-09-03T09:10:53.978Z;140.7;24.61;130;85;109;-1.75;23;4.22;66.4;43.319454;-1.928636;0.268
22;DR;2026-09-03T09:10:55.554Z;142.3;24.95;94;82;109;-2.54;23;4.22;65.0;43.319510;-1.928845;0.279
22;DR;2026-09-03T09:10:55.934Z;142.7;24.95;94;82;108;-2.54;23;4.22;64.4;43.319533;-1.928952;0.281
22;DR;2026-09-03T09:10:56.833Z;143.6;25.16;91;81;108;-2.54;23;4.22;64.4;43.319533;-1.928952;0.288
22;DR;2026-09-03T09:10:57.750Z;144.5;25.25;88;90;108;-3.63;23;4.22;63.2;43.319559;-1.929066;0.294
22;DR;2026-09-03T09:10:58.746Z;145.5;25.16;82;90;108;-3.63;23;4.22;63.2;43.319559;-1.929066;0.301
22;DR;2026-09-03T09:10:59.761Z;146.5;24.97;75;87;107;-4.64;23;4.22;61.8;43.319605;-1.929396;0.308
22;DR;2026-09-03T09:11:00.756Z;147.5;24.68;76;87;107;-4.64;23;4.22;61.8;43.319605;-1.929396;0.315
22;DR;2026-09-03T09:11:01.745Z;148.5;24.45;74;87;108;-5.63;23;4.22;61.8;43.319605;-1.929396;0.322
22;DR;2026-09-03T09:11:02.747Z;149.5;24.34;79;87;108;-5.63;23;4.22;61.8;43.319605;-1.929396;0.328
22;DR;2026-09-03T09:11:03.753Z;150.5;24.44;86;86;108;-6.64;23;4.22;60.4;43.319608;-1.929682;0.335
22;DR;2026-09-03T09:11:04.759Z;151.5;24.63;93;88;108;-6.64;23;4.22;60.4;43.319608;-1.929682;0.342
22;DR;2026-09-03T09:11:05.754Z;152.5;24.87;98;88;108;-7.20;23;4.22;60.4;43.319608;-1.929682;0.349
22;DR;2026-09-03T09:11:07.434Z;154.2;24.87;98;88;111;-6.36;23;4.22;60.2;43.319605;-1.929764;0.361
22;DR;2026-09-03T09:11:08.811Z;155.6;24.77;83;88;108;-6.36;23;4.22;59.2;43.319643;-1.929992;0.370
22;DR;2026-09-03T09:11:09.757Z;156.5;24.82;87;89;105;-7.52;23;4.22;59.2;43.319643;-1.929992;0.377
22;DR;2026-09-03T09:11:10.824Z;157.6;24.89;85;88;107;-7.52;23;4.22;58.8;43.319676;-1.930029;0.384
22;DR;2026-09-03T09:11:11.764Z;158.5;24.84;89;87;106;-8.53;23;4.22;58.0;43.319755;-1.929998;0.390
22;DR;2026-09-03T09:11:12.759Z;159.5;24.82;86;89;106;-8.53;23;4.22;57.0;43.319769;-1.929907;0.397
22;DR;2026-09-03T09:11:13.754Z;160.5;24.88;90;88;105;-7.53;23;4.22;56.4;43.319783;-1.929727;0.404
22;DR;2026-09-03T09:11:14.745Z;161.5;25.03;96;87;104;-7.53;23;4.22;56.4;43.319783;-1.929727;0.411
22;DR;2026-09-03T09:11:15.750Z;162.5;25.08;86;88;105;-8.53;23;4.22;56.0;43.319794;-1.929634;0.418
22;DR;2026-09-03T09:11:16.746Z;163.5;25.03;84;88;105;-8.53;23;4.22;55.4;43.319814;-1.929538;0.425
22;DR;2026-09-03T09:11:17.747Z;164.5;24.90;83;88;103;-7.53;23;4.22;54.2;43.319965;-1.929118;0.432
22;DR;2026-09-03T09:11:18.757Z;165.5;24.84;91;88;104;-7.53;23;4.22;54.2;43.319965;-1.929118;0.439
22;DR;2026-09-03T09:11:19.763Z;166.5;24.84;88;89;104;-6.52;23;4.22;54.2;43.319965;-1.929118;0.446
22;DR;2026-09-03T09:11:20.748Z;167.5;24.85;77;89;105;-6.52;23;4.22;54.2;43.319965;-1.929118;0.453
22;DR;2026-09-03T09:11:21.754Z;168.5;24.98;95;88;102;-5.53;23;4.22;54.2;43.319965;-1.929118;0.460
22;DR;2026-09-03T09:11:22.745Z;169.5;24.98;87;88;100;-5.53;23;4.22;54.2;43.319965;-1.929118;0.466
22;DR;2026-09-03T09:11:23.848Z;170.6;24.93;87;89;104;-6.58;23;4.22;52.8;43.320017;-1.929016;0.474
22;DR;2026-09-03T09:11:24.751Z;171.5;24.90;90;89;104;-6.58;23;4.22;51.2;43.320163;-1.928688;0.480
22;DR;2026-09-03T09:11:25.747Z;172.5;24.77;79;87;102;-7.53;23;4.22;51.2;43.320163;-1.928688;0.487
22;DR;2026-09-03T09:11:26.762Z;173.5;24.68;81;87;106;-7.53;23;4.22;51.2;43.320163;-1.928688;0.494
22;DR;2026-09-03T09:11:27.830Z;174.6;24.75;90;86;105;-8.49;23;4.22;51.2;43.320163;-1.928688;0.502
22;DR;2026-09-03T09:11:29.142Z;175.9;24.76;82;87;105;-8.49;23;4.22;51.2;43.320163;-1.928688;0.511
22;DR;2026-09-03T09:11:29.785Z;176.5;24.72;82;86;103;-8.91;23;4.22;50.6;43.320204;-1.928566;0.515
22;DR;2026-09-03T09:11:30.992Z;177.8;24.72;82;86;103;-8.91;23;4.22;50.0;43.320242;-1.928435;0.523
22;DR;2026-09-03T09:11:31.762Z;178.5;24.88;92;89;103;-9.90;23;4.22;50.0;43.320242;-1.928435;0.529
22;DR;2026-09-03T09:11:32.746Z;179.5;25.12;101;86;102;-9.90;23;4.22;49.2;43.320273;-1.928295;0.535
22;DR;2026-09-03T09:11:33.785Z;180.5;25.16;82;90;102;-8.89;23;4.22;49.2;43.320273;-1.928295;0.543
22;DR;2026-09-03T09:11:34.805Z;181.6;25.00;79;87;102;-8.89;23;4.22;48.8;43.320287;-1.928153;0.550
22;DR;2026-09-03T09:11:35.753Z;182.5;24.94;85;89;107;-9.87;23;4.22;48.0;43.320273;-1.928006;0.556
22;DR;2026-09-03T09:11:36.745Z;183.5;24.99;90;90;104;-9.87;23;4.22;48.0;43.320273;-1.928006;0.563
22;DR;2026-09-03T09:11:38.089Z;184.9;24.94;87;87;104;-8.70;23;4.22;47.6;43.320241;-1.927863;0.573
22;DR;2026-09-03T09:11:38.744Z;185.5;25.06;103;91;106;-8.70;24;4.50;47.6;43.320241;-1.927863;0.577
22;DR;2026-09-03T09:11:39.750Z;186.5;25.30;93;112;105;-9.53;24;4.50;46.2;43.320162;-1.927567;0.584
22;DR;2026-09-03T09:11:40.746Z;187.5;25.35;93;110;104;-9.53;24;4.50;46.2;43.320162;-1.927567;0.591
22;DR;2026-09-03T09:11:41.745Z;188.5;25.23;84;88;108;-9.66;24;4.50;46.2;43.320162;-1.927567;0.598
22;DR;2026-09-03T09:11:42.747Z;189.5;25.06;78;89;106;-9.66;24;4.50;46.2;43.320162;-1.927567;0.605
22;DR;2026-09-03T09:11:43.833Z;190.6;24.98;89;89;108;-9.69;24;4.50;44.8;43.320060;-1.927286;0.613
22;DR;2026-09-03T09:11:44.734Z;191.5;24.96;87;88;106;-9.69;24;4.50;44.8;43.320060;-1.927286;0.619
22;DR;2026-09-03T09:11:45.745Z;192.5;24.87;84;88;108;-8.73;24;4.50;44.8;43.320060;-1.927286;0.626
22;DR;2026-09-03T09:11:46.731Z;193.5;24.77;78;89;104;-8.73;24;4.50;44.4;43.319933;-1.927060;0.633
22;DR;2026-09-03T09:11:47.746Z;194.5;24.72;89;88;102;-7.73;24;4.50;44.4;43.319933;-1.927060;0.640
22;DR;2026-09-03T09:11:48.793Z;195.6;24.71;80;87;102;-7.73;24;4.50;44.4;43.319933;-1.927060;0.647
22;DR;2026-09-03T09:11:49.737Z;196.5;24.68;85;88;102;-7.32;24;4.50;44.4;43.319933;-1.927060;0.653
22;DR;2026-09-03T09:11:50.732Z;197.5;24.65;87;85;105;-7.32;24;4.50;43.4;43.319848;-1.926819;0.660
22;DR;2026-09-03T09:11:51.747Z;198.5;24.49;76;86;107;-8.33;24;4.50;43.4;43.319848;-1.926819;0.667
22;DR;2026-09-03T09:11:52.734Z;199.5;24.31;78;88;106;-8.33;24;4.50;43.4;43.319848;-1.926819;0.674
22;DR;2026-09-03T09:11:54.172Z;200.9;24.31;78;88;108;-9.54;24;4.50;42.6;43.319820;-1.926697;0.684
22;DR;2026-09-03T09:11:54.737Z;201.5;24.42;87;86;111;-9.54;24;4.50;42.0;43.319826;-1.926570;0.687
22;DR;2026-09-03T09:11:55.747Z;202.5;24.37;78;86;108;-8.75;24;4.50;42.0;43.319826;-1.926570;0.694
22;DR;2026-09-03T09:11:56.768Z;203.5;24.33;88;85;106;-8.75;24;4.50;41.6;43.319841;-1.926436;0.701
22;DR;2026-09-03T09:11:58.247Z;205.0;24.33;88;85;107;-7.50;24;4.50;41.0;43.319952;-1.926220;0.711
22;DR;2026-09-03T09:11:58.771Z;205.5;24.49;72;87;108;-7.50;24;4.50;41.0;43.319952;-1.926220;0.715
22;DR;2026-09-03T09:11:59.749Z;206.5;24.27;74;88;108;-6.75;24;4.50;41.0;43.319952;-1.926220;0.721
22;DR;2026-09-03T09:12:00.739Z;207.5;24.37;89;86;110;-6.75;24;4.50;41.0;43.319952;-1.926220;0.728
22;DR;2026-09-03T09:12:01.813Z;208.6;24.53;90;85;104;-7.79;24;4.50;40.4;43.320020;-1.926139;0.735
22;DR;2026-09-03T09:12:02.730Z;209.5;24.58;81;89;103;-7.79;24;4.50;39.2;43.320087;-1.926054;0.741
22;DR;2026-09-03T09:12:03.746Z;210.5;24.59;86;87;102;-8.75;24;4.50;39.2;43.320087;-1.926054;0.748
22;DR;2026-09-03T09:12:04.738Z;211.5;24.67;90;85;100;-8.75;24;4.50;38.4;43.320217;-1.925923;0.755
22;DR;2026-09-03T09:12:05.737Z;212.5;24.69;85;87;100;-8.18;24;4.50;38.4;43.320217;-1.925923;0.762
22;DR;2026-09-03T09:12:06.732Z;213.5;24.73;90;87;100;-8.18;24;4.50;38.0;43.320279;-1.925882;0.769
22;DR;2026-09-03T09:12:07.739Z;214.5;24.71;83;87;102;-8.93;24;4.50;37.2;43.320415;-1.925839;0.776
22;DR;2026-09-03T09:12:08.763Z;215.5;24.60;80;87;100;-8.93;24;4.50;37.2;43.320415;-1.925839;0.783
22;DR;2026-09-03T09:12:09.736Z;216.5;24.49;81;87;100;-9.93;24;4.50;37.2;43.320415;-1.925839;0.789
22;DR;2026-09-03T09:12:10.810Z;217.6;24.37;80;86;103;-9.93;24;4.50;36.6;43.320482;-1.925846;0.797
22;DR;2026-09-03T09:12:11.738Z;218.5;24.28;80;86;101;-8.93;24;4.50;35.8;43.320646;-1.925922;0.803
22;DR;2026-09-03T09:12:12.747Z;219.5;24.21;86;84;101;-8.93;24;4.50;35.8;43.320646;-1.925922;0.810
22;DR;2026-09-03T09:12:13.829Z;220.6;24.16;77;87;101;-9.97;24;4.50;35.8;43.320646;-1.925922;0.817
22;DR;2026-09-03T09:12:14.731Z;221.5;24.12;85;86;99;-9.97;24;4.50;35.2;43.320719;-1.925967;0.823
22;DR;2026-09-03T09:12:15.739Z;222.5;24.09;76;85;101;-9.02;24;4.50;35.0;43.320783;-1.926004;0.830
22;DR;2026-09-03T09:12:16.739Z;223.5;24.14;86;86;100;-9.02;24;4.50;34.4;43.320902;-1.926047;0.837
22;DR;2026-09-03T09:12:17.740Z;224.5;24.42;99;84;99;-8.02;24;4.50;34.4;43.320902;-1.926047;0.843
22;DR;2026-09-03T09:12:18.791Z;225.6;24.72;100;84;98;-8.02;24;4.50;34.2;43.320957;-1.926031;0.850
22;DR;2026-09-03T09:12:19.752Z;226.5;24.63;78;88;100;-9.02;24;4.50;33.4;43.321052;-1.925928;0.857
22;DR;2026-09-03T09:12:20.740Z;227.5;24.39;71;88;99;-9.02;24;4.50;33.4;43.321052;-1.925928;0.864
22;DR;2026-09-03T09:12:21.747Z;228.5;24.23;80;85;98;-10.02;24;4.50;33.0;43.321085;-1.925846;0.871
22;DR;2026-09-03T09:12:22.804Z;229.6;24.20;81;86;99;-10.02;24;4.50;31.8;43.321108;-1.925657;0.878
22;DR;2026-09-03T09:12:23.733Z;230.5;24.12;83;86;97;-11.01;24;4.50;31.8;43.321108;-1.925657;0.884
22;DR;2026-09-03T09:12:24.733Z;231.5;24.09;85;84;99;-11.01;24;4.50;31.0;43.321117;-1.925545;0.891
22;DR;2026-09-03T09:12:25.740Z;232.5;24.33;95;86;99;-11.85;24;4.50;31.0;43.321117;-1.925545;0.897
22;DR;2026-09-03T09:12:26.740Z;233.5;24.44;81;87;99;-11.85;24;4.50;30.4;43.321132;-1.925423;0.904
22;DR;2026-09-03T09:12:27.737Z;234.5;24.41;82;86;97;-10.85;24;4.50;29.2;43.321168;-1.925178;0.911
22;DR;2026-09-03T09:12:28.731Z;235.5;24.41;86;85;97;-10.85;24;4.50;29.2;43.321168;-1.925178;0.918
22;DR;2026-09-03T09:12:29.732Z;236.5;24.43;86;86;96;-11.85;24;4.50;29.2;43.321168;-1.925178;0.924
22;DR;2026-09-03T09:12:30.748Z;237.5;24.43;81;87;96;-11.85;24;4.50;26.4;43.321204;-1.924913;0.931
22;DR;2026-09-03T09:12:31.738Z;238.5;24.39;83;87;96;-12.85;24;4.50;26.4;43.321204;-1.924913;0.938
