Sesión;Usuario;Fecha y hora;Tiempo desde inicio (s);Velocidad (km/h);Potencia (W);Cadencia (rpm);Pulso (bpm);Pendiente (%);Marcha virtual;Relación;Elevación (m);Latitud;Longitud;Distancia (km)
23;DR;2026-09-06T11:30:21.236Z;1300.8;0.00;0;0;101;-3.15;14;4.55;66.8;43.331832;-1.845410;9.025
23;DR;2026-09-06T11:30:34.236Z;1313.8;3.44;0;0;95;-3.15;14;4.55;66.8;43.331832;-1.845410;9.025
23;DR;2026-09-06T11:30:35.255Z;1314.8;6.49;0;0;95;-3.15;14;4.55;66.8;43.331832;-1.845410;9.026
23;DR;2026-09-06T11:30:36.251Z;1315.8;13.47;9;27;95;-3.07;14;4.55;66.8;43.331832;-1.845410;9.029
23;DR;2026-09-06T11:30:37.244Z;1316.8;20.11;240;45;95;-3.07;14;4.55;66.8;43.331832;-1.845410;9.033
23;DR;2026-09-06T11:30:38.242Z;1317.8;24.42;208;72;95;-2.57;14;4.55;66.2;43.331800;-1.845228;9.040
23;DR;2026-09-06T11:30:39.237Z;1318.8;26.55;157;85;95;-2.57;14;4.55;66.2;43.331800;-1.845228;9.047
23;DR;2026-09-06T11:30:40.237Z;1319.8;27.38;117;88;96;-3.57;14;4.55;66.2;43.331800;-1.845228;9.054
23;DR;2026-09-06T11:30:41.238Z;1320.8;27.86;108;91;96;-3.57;14;4.55;65.0;43.331768;-1.845045;9.062
23;DR;2026-09-06T11:30:42.244Z;1321.8;28.09;102;92;98;-3.44;14;4.55;65.0;43.331768;-1.845045;9.070
23;DR;2026-09-06T11:30:43.244Z;1322.8;28.17;97;91;97;-3.44;14;4.55;63.4;43.331707;-1.844678;9.077
23;DR;2026-09-06T11:30:44.256Z;1323.8;28.04;80;92;96;-3.39;14;4.55;63.4;43.331707;-1.844678;9.085
23;DR;2026-09-06T11:30:45.251Z;1324.8;27.92;94;92;96;-3.39;14;4.55;63.4;43.331707;-1.844678;9.093
23;DR;2026-09-06T11:30:46.239Z;1325.8;28.00;103;93;95;-2.40;14;4.55;62.2;43.331616;-1.844120;9.101
23;DR;2026-09-06T11:30:47.252Z;1326.8;28.09;95;94;95;-2.40;14;4.55;62.2;43.331616;-1.844120;9.109
23;DR;2026-09-06T11:30:48.238Z;1327.8;28.30;113;93;95;-1.67;14;4.55;62.2;43.331616;-1.844120;9.116
23;DR;2026-09-06T11:30:49.248Z;1328.8;28.56;105;93;95;-1.67;14;4.55;62.2;43.331616;-1.844120;9.124
23;DR;2026-09-06T11:30:50.236Z;1329.8;28.77;107;95;96;-1.67;14;4.55;62.2;43.331616;-1.844120;9.132
23;DR;2026-09-06T11:30:51.254Z;1330.8;28.85;93;90;96;-1.67;14;4.55;62.2;43.331616;-1.844120;9.140
23;DR;2026-09-06T11:30:52.240Z;1331.8;29.09;132;99;97;-2.68;14;4.55;59.2;43.331551;-1.843744;9.148
23;DR;2026-09-06T11:30:53.235Z;1332.8;29.56;120;100;97;-2.68;14;4.55;59.2;43.331551;-1.843744;9.156
23;DR;2026-09-06T11:30:54.241Z;1333.8;29.76;109;90;98;-3.68;14;4.55;59.2;43.331551;-1.843744;9.165
23;DR;2026-09-06T11:30:55.237Z;1334.8;29.75;101;90;98;-3.68;14;4.55;59.2;43.331551;-1.843744;9.173
23;DR;2026-09-06T11:30:56.241Z;1335.8;29.71;95;88;98;-4.68;14;4.55;58.0;43.331519;-1.843556;9.181
23;DR;2026-09-06T11:30:57.238Z;1336.8;29.78;115;79;98;-4.68;14;4.55;58.0;43.331519;-1.843556;9.189
23;DR;2026-09-06T11:30:58.236Z;1337.8;29.93;109;80;98;-3.68;14;4.55;57.2;43.331479;-1.843169;9.198
23;DR;2026-09-06T11:30:59.239Z;1338.8;30.05;114;93;98;-3.68;14;4.55;57.2;43.331479;-1.843169;9.206
23;DR;2026-09-06T11:31:00.255Z;1339.8;30.19;112;93;98;-2.67;14;4.55;57.2;43.331479;-1.843169;9.215
23;DR;2026-09-06T11:31:01.251Z;1340.8;30.26;110;91;99;-2.67;14;4.55;57.2;43.331479;-1.843169;9.223
23;DR;2026-09-06T11:31:02.247Z;1341.8;30.24;98;92;99;-1.67;14;4.55;56.8;43.331476;-1.842972;9.231
23;DR;2026-09-06T11:31:03.246Z;1342.8;30.16;102;92;99;-1.67;14;4.55;56.8;43.331476;-1.842972;9.240
23;DR;2026-09-06T11:31:04.245Z;1343.8;30.03;100;91;100;-2.12;14;4.55;55.2;43.331525;-1.842373;9.248
23;DR;2026-09-06T11:31:05.244Z;1344.8;29.82;91;91;100;-2.12;14;4.55;55.2;43.331525;-1.842373;9.256
23;DR;2026-09-06T11:31:06.239Z;1345.8;29.75;104;92;101;-2.12;14;4.55;55.2;43.331525;-1.842373;9.265
23;DR;2026-09-06T11:31:07.254Z;1346.8;29.80;105;91;101;-2.12;14;4.55;55.2;43.331525;-1.842373;9.273
23;DR;2026-09-06T11:31:08.250Z;1347.8;29.77;98;90;102;-2.36;14;4.55;55.2;43.331525;-1.842373;9.281
23;DR;2026-09-06T11:31:09.246Z;1348.8;29.67;99;90;102;-2.36;14;4.55;55.2;43.331525;-1.842373;9.289
23;DR;2026-09-06T11:31:10.247Z;1349.8;29.60;92;90;102;-3.36;14;4.55;54.0;43.331554;-1.842171;9.298
23;DR;2026-09-06T11:31:11.236Z;1350.8;29.68;110;91;102;-3.36;14;4.55;54.0;43.331554;-1.842171;9.306
23;DR;2026-09-06T11:31:12.239Z;1351.8;29.80;108;91;102;-4.36;14;4.55;52.4;43.331582;-1.841968;9.314
23;DR;2026-09-06T11:31:13.238Z;1352.8;29.82;98;90;102;-4.36;14;4.55;52.4;43.331582;-1.841968;9.322
23;DR;2026-09-06T11:31:14.255Z;1353.8;29.71;101;90;102;-5.33;14;4.55;51.0;43.331603;-1.841760;9.331
23;DR;2026-09-06T11:31:15.249Z;1354.8;29.64;104;91;101;-5.33;14;4.55;51.0;43.331603;-1.841760;9.339
23;DR;2026-09-06T11:31:16.238Z;1355.8;29.64;101;91;101;-4.34;14;4.55;50.0;43.331616;-1.841547;9.347
23;DR;2026-09-06T11:31:17.241Z;1356.8;29.68;103;91;101;-4.34;14;4.55;50.0;43.331616;-1.841547;9.355
23;DR;2026-09-06T11:31:18.257Z;1357.8;29.81;111;91;101;-3.70;14;4.55;49.0;43.331615;-1.841331;9.364
23;DR;2026-09-06T11:31:19.242Z;1358.8;29.93;107;91;101;-3.70;14;4.55;49.0;43.331615;-1.841331;9.372
23;DR;2026-09-06T11:31:20.236Z;1359.8;29.98;103;91;101;-4.39;14;4.55;47.8;43.331598;-1.841114;9.380
23;DR;2026-09-06T11:31:21.253Z;1360.8;29.98;104;91;102;-4.39;14;4.55;47.8;43.331598;-1.841114;9.389
23;DR;2026-09-06T11:31:22.239Z;1361.8;29.93;106;92;102;-4.36;14;4.55;46.6;43.331560;-1.840901;9.397
23;DR;2026-09-06T11:31:23.244Z;1362.8;29.90;102;91;102;-4.36;14;4.55;46.6;43.331560;-1.840901;9.405
23;DR;2026-09-06T11:31:24.237Z;1363.8;29.91;107;91;102;-3.62;14;4.55;45.6;43.331507;-1.840693;9.413
23;DR;2026-09-06T11:31:25.256Z;1364.8;29.97;106;92;102;-3.62;14;4.55;45.6;43.331507;-1.840693;9.422
23;DR;2026-09-06T11:31:26.237Z;1365.8;30.07;109;91;101;-4.35;14;4.55;44.4;43.331438;-1.840494;9.430
23;DR;2026-09-06T11:31:27.237Z;1366.8;30.15;108;92;101;-4.35;14;4.55;44.4;43.331438;-1.840494;9.438
23;DR;2026-09-06T11:31:28.237Z;1367.8;30.21;108;93;101;-3.35;14;4.55;42.8;43.331253;-1.840139;9.447
23;DR;2026-09-06T11:31:29.238Z;1368.8;30.26;107;92;101;-3.35;14;4.55;42.8;43.331253;-1.840139;9.455
23;DR;2026-09-06T11:31:30.241Z;1369.8;30.23;101;93;101;-2.93;14;4.55;42.8;43.331253;-1.840139;9.464
23;DR;2026-09-06T11:31:31.239Z;1370.8;30.15;98;92;101;-2.93;14;4.55;42.8;43.331253;-1.840139;9.472
23;DR;2026-09-06T11:31:32.241Z;1371.8;30.34;130;92;101;-1.93;14;4.55;42.8;43.331253;-1.840139;9.480
23;DR;2026-09-06T11:31:33.240Z;1372.8;30.50;114;92;101;-1.93;14;4.55;42.4;43.331149;-1.839974;9.489
23;DR;2026-09-06T11:31:34.256Z;1373.8;30.38;104;93;101;-2.93;14;4.55;42.4;43.331149;-1.839974;9.497
23;DR;2026-09-06T11:31:35.237Z;1374.8;30.27;101;93;101;-2.93;14;4.55;41.2;43.331044;-1.839810;9.506
23;DR;2026-09-06T11:31:36.247Z;1375.8;30.18;100;92;101;-2.53;14;4.55;41.2;43.331044;-1.839810;9.514
23;DR;2026-09-06T11:31:37.236Z;1376.8;30.14;103;92;101;-2.53;14;4.55;39.8;43.330737;-1.839317;9.523
23;DR;2026-09-06T11:31:38.238Z;1377.8;30.10;103;92;101;-1.72;14;4.55;39.8;43.330737;-1.839317;9.531
23;DR;2026-09-06T11:31:39.254Z;1378.8;30.03;100;92;101;-1.72;14;4.55;39.8;43.330737;-1.839317;9.539
23;DR;2026-09-06T11:31:40.250Z;1379.8;29.93;99;92;101;-1.72;14;4.55;39.8;43.330737;-1.839317;9.548
23;DR;2026-09-06T11:31:41.245Z;1380.8;29.88;104;92;101;-1.72;14;4.55;39.8;43.330737;-1.839317;9.556
23;DR;2026-09-06T11:31:42.241Z;1381.8;29.88;105;91;101;-2.72;14;4.55;39.8;43.330737;-1.839317;9.564
23;DR;2026-09-06T11:31:43.246Z;1382.8;29.78;93;90;101;-2.72;14;4.55;38.4;43.330641;-1.839144;9.573
23;DR;2026-09-06T11:31:44.252Z;1383.8;29.72;102;91;101;-3.72;14;4.55;38.4;43.330641;-1.839144;9.581
23;DR;2026-09-06T11:31:45.244Z;1384.8;29.77;102;91;101;-3.72;14;4.55;37.4;43.330547;-1.838968;9.589
23;DR;2026-09-06T11:31:46.254Z;1385.8;29.71;103;89;101;-3.84;14;4.55;37.4;43.330547;-1.838968;9.597
23;DR;2026-09-06T11:31:47.246Z;1386.8;29.59;99;90;101;-3.84;14;4.55;36.2;43.330456;-1.838788;9.606
23;DR;2026-09-06T11:31:48.245Z;1387.8;29.42;92;91;101;-4.17;14;4.55;36.2;43.330456;-1.838788;9.614
23;DR;2026-09-06T11:31:49.245Z;1388.8;29.33;100;90;101;-4.17;14;4.55;36.2;43.330456;-1.838788;9.622
23;DR;2026-09-06T11:31:50.246Z;1389.8;29.37;108;90;101;-3.17;14;4.55;34.6;43.330284;-1.838416;9.630
23;DR;2026-09-06T11:31:51.252Z;1390.8;29.40;98;89;101;-3.17;14;4.55;34.6;43.330284;-1.838416;9.638
23;DR;2026-09-06T11:31:52.237Z;1391.8;29.43;101;89;101;-2.90;14;4.55;34.6;43.330284;-1.838416;9.646
23;DR;2026-09-06T11:31:53.253Z;1392.8;29.60;112;91;101;-2.90;14;4.55;34.6;43.330284;-1.838416;9.655
23;DR;2026-09-06T11:31:54.243Z;1393.8;29.68;100;90;101;-2.51;14;4.55;33.2;43.330110;-1.838040;9.663
23;DR;2026-09-06T11:31:55.236Z;1394.8;29.72;109;90;101;-2.51;14;4.55;33.2;43.330110;-1.838040;9.671
23;DR;2026-09-06T11:31:56.240Z;1395.8;29.71;98;91;102;-2.51;14;4.55;33.2;43.330110;-1.838040;9.679
23;DR;2026-09-06T11:31:57.235Z;1396.8;29.62;98;90;102;-2.51;14;4.55;33.2;43.330110;-1.838040;9.687
23;DR;2026-09-06T11:31:58.241Z;1397.8;29.53;96;90;102;-2.88;14;4.55;32.4;43.330023;-1.837854;9.696
23;DR;2026-09-06T11:31:59.247Z;1398.8;29.49;103;90;102;-2.88;14;4.55;32.4;43.330023;-1.837854;9.704
23;DR;2026-09-06T11:32:00.242Z;1399.8;29.58;106;91;102;-2.87;14;4.55;31.6;43.329937;-1.837666;9.712
23;DR;2026-09-06T11:32:01.238Z;1400.8;29.66;101;91;102;-2.87;14;4.55;31.6;43.329937;-1.837666;9.720
23;DR;2026-09-06T11:32:02.254Z;1401.8;29.68;99;90;102;-2.84;14;4.55;31.6;43.329937;-1.837666;9.729
23;DR;2026-09-06T11:32:03.235Z;1402.8;29.74;106;92;102;-2.84;14;4.55;30.0;43.329762;-1.837284;9.737
23;DR;2026-09-06T11:32:04.245Z;1403.8;29.76;103;91;102;-2.84;14;4.55;30.0;43.329762;-1.837284;9.745
23;DR;2026-09-06T11:32:05.250Z;1404.8;29.72;101;90;102;-2.84;14;4.55;30.0;43.329762;-1.837284;9.753
23;DR;2026-09-06T11:32:06.236Z;1405.8;29.69;102;91;103;-3.41;14;4.55;30.0;43.329762;-1.837284;9.762
23;DR;2026-09-06T11:32:07.237Z;1406.8;29.70;105;91;102;-3.41;14;4.55;27.8;43.329604;-1.836895;9.770
23;DR;2026-09-06T11:32:08.237Z;1407.8;29.67;102;91;102;-3.94;14;4.55;27.8;43.329604;-1.836895;9.778
23;DR;2026-09-06T11:32:09.253Z;1408.8;29.62;100;91;102;-3.94;14;4.55;27.8;43.329604;-1.836895;9.786
23;DR;2026-09-06T11:32:10.238Z;1409.8;29.56;99;90;102;-3.71;14;4.55;27.8;43.329604;-1.836895;9.795
23;DR;2026-09-06T11:32:11.238Z;1410.8;29.65;110;91;102;-3.71;14;4.55;27.0;43.329530;-1.836695;9.803
23;DR;2026-09-06T11:32:12.250Z;1411.8;29.85;115;91;101;-2.83;14;4.55;27.0;43.329530;-1.836695;9.811
23;DR;2026-09-06T11:32:13.245Z;1412.8;29.87;97;90;101;-2.83;14;4.55;27.0;43.329530;-1.836695;9.819
23;DR;2026-09-06T11:32:14.236Z;1413.8;29.78;106;91;101;-2.13;14;4.55;26.4;43.329461;-1.836491;9.828
23;DR;2026-09-06T11:32:15.236Z;1414.8;29.75;105;91;101;-2.13;14;4.55;26.4;43.329461;-1.836491;9.836
23;DR;2026-09-06T11:32:16.242Z;1415.8;29.68;101;90;101;-2.55;14;4.55;25.0;43.329346;-1.836082;9.844
23;DR;2026-09-06T11:32:17.236Z;1416.8;29.63;100;91;101;-2.55;14;4.55;25.0;43.329346;-1.836082;9.852
23;DR;2026-09-06T11:32:18.253Z;1417.8;29.66;107;91;101;-2.55;14;4.55;25.0;43.329346;-1.836082;9.861
23;DR;2026-09-06T11:32:19.243Z;1418.8;29.67;101;90;102;-2.55;14;4.55;25.0;43.329346;-1.836082;9.869
23;DR;2026-09-06T11:32:20.236Z;1419.8;29.59;101;90;102;-2.91;14;4.55;24.2;43.329295;-1.835874;9.877
23;DR;2026-09-06T11:32:21.252Z;1420.8;29.54;101;90;102;-2.91;14;4.55;24.2;43.329295;-1.835874;9.885
23;DR;2026-09-06T11:32:22.237Z;1421.8;29.53;100;90;102;-2.92;14;4.55;23.4;43.329249;-1.835664;9.894
23;DR;2026-09-06T11:32:23.251Z;1422.8;29.47;100;90;102;-2.92;14;4.55;23.4;43.329249;-1.835664;9.902
23;DR;2026-09-06T11:32:24.249Z;1423.8;29.42;103;90;102;-1.96;14;4.55;21.8;43.329135;-1.835032;9.910
23;DR;2026-09-06T11:32:25.253Z;1424.8;29.41;100;90;103;-1.96;14;4.55;21.8;43.329135;-1.835032;9.918
23;DR;2026-09-06T11:32:26.248Z;1425.8;29.44;107;90;102;-1.96;14;4.55;21.8;43.329135;-1.835032;9.926
23;DR;2026-09-06T11:32:27.244Z;1426.8;29.43;98;90;102;-1.96;14;4.55;21.8;43.329135;-1.835032;9.934
23;DR;2026-09-06T11:32:28.239Z;1427.8;29.39;104;90;102;-1.96;14;4.55;21.8;43.329135;-1.835032;9.943
23;DR;2026-09-06T11:32:29.250Z;1428.8;29.34;101;89;101;-1.96;14;4.55;21.8;43.329135;-1.835032;9.951
23;DR;2026-09-06T11:32:30.240Z;1429.8;29.25;102;89;101;-1.67;14;4.55;21.8;43.329135;-1.835032;9.959
23;DR;2026-09-06T11:32:31.236Z;1430.8;29.14;93;90;100;-1.67;14;4.55;21.4;43.329104;-1.834826;9.967
23;DR;2026-09-06T11:32:32.242Z;1431.8;29.01;98;89;100;-2.20;14;4.55;21.4;43.329104;-1.834826;9.975
23;DR;2026-09-06T11:32:33.237Z;1432.8;29.01;102;88;100;-2.20;14;4.55;20.0;43.329045;-1.834424;9.983
23;DR;2026-09-06T11:32:34.236Z;1433.8;29.10;104;88;100;-2.72;14;4.55;20.0;43.329045;-1.834424;9.991
23;DR;2026-09-06T11:32:35.249Z;1434.8;29.21;107;89;100;-2.72;14;4.55;20.0;43.329045;-1.834424;9.999
23;DR;2026-09-06T11:32:36.241Z;1435.8;29.18;101;90;101;-1.72;14;4.55;20.0;43.329045;-1.834424;10.007
23;DR;2026-09-06T11:32:37.250Z;1436.8;29.02;93;88;101;-1.72;14;4.55;20.8;43.328936;-1.833672;10.016
23;DR;2026-09-06T11:32:38.239Z;1437.8;28.90;101;89;101;-0.72;14;4.55;20.8;43.328936;-1.833672;10.024
23;DR;2026-09-06T11:32:39.251Z;1438.8;28.99;111;89;101;-0.72;14;4.55;20.8;43.328936;-1.833672;10.032
23;DR;2026-09-06T11:32:40.237Z;1439.8;29.07;103;89;101;0.28;14;4.55;20.8;43.328936;-1.833672;10.040
23;DR;2026-09-06T11:32:41.243Z;1440.8;29.01;95;89;101;0.28;14;4.55;20.8;43.328936;-1.833672;10.048
23;DR;2026-09-06T11:32:42.248Z;1441.8;28.46;112;92;101;1.28;14;4.55;20.8;43.328936;-1.833672;10.056
23;DR;2026-09-06T11:32:43.254Z;1442.8;27.99;187;91;101;1.28;14;4.55;20.8;43.328936;-1.833672;10.064
23;DR;2026-09-06T11:32:44.250Z;1443.8;27.63;219;89;101;2.29;14;4.55;20.8;43.328936;-1.833672;10.071
23;DR;2026-09-06T11:32:45.250Z;1444.8;27.31;277;83;101;2.29;13;4.17;21.6;43.328890;-1.833325;10.079
23;DR;2026-09-06T11:32:46.239Z;1445.8;26.57;259;83;101;3.28;12;3.85;21.6;43.328890;-1.833325;10.086
23;DR;2026-09-06T11:32:47.236Z;1446.8;25.49;290;81;101;3.28;11;3.57;21.6;43.328890;-1.833325;10.094
23;DR;2026-09-06T11:32:48.242Z;1447.8;24.72;324;77;101;2.28;8;2.38;21.6;43.328890;-1.833325;10.101
23;DR;2026-09-06T11:32:49.237Z;1448.8;23.98;358;75;102;2.28;6;1.79;22.6;43.328835;-1.832854;10.107
23;DR;2026-09-06T11:32:50.235Z;1449.8;24.27;333;74;102;1.28;3;1.26;22.6;43.328835;-1.832854;10.114
23;DR;2026-09-06T11:32:51.238Z;1450.8;25.07;334;75;102;1.28;3;1.26;22.6;43.328835;-1.832854;10.121
23;DR;2026-09-06T11:32:52.255Z;1451.8;25.86;293;79;103;0.65;3;1.26;22.6;43.328835;-1.832854;10.128
23;DR;2026-09-06T11:32:53.250Z;1452.8;26.74;266;80;103;0.65;3;1.26;22.6;43.328835;-1.832854;10.135
23;DR;2026-09-06T11:32:54.236Z;1453.8;27.20;225;82;103;1.64;3;1.26;23.2;43.328820;-1.832706;10.143
23;DR;2026-09-06T11:32:55.241Z;1454.8;27.50;204;83;104;1.64;3;1.26;23.2;43.328820;-1.832706;10.150
23;DR;2026-09-06T11:32:56.247Z;1455.8;26.89;212;83;105;1.77;3;1.26;24.4;43.328797;-1.832422;10.158
23;DR;2026-09-06T11:32:57.252Z;1456.8;26.26;235;82;105;1.77;3;1.26;24.4;43.328797;-1.832422;10.165
23;DR;2026-09-06T11:32:58.238Z;1457.8;26.18;283;81;106;1.32;3;1.26;24.4;43.328797;-1.832422;10.173
23;DR;2026-09-06T11:32:59.240Z;1458.8;26.07;284;80;107;1.32;3;1.26;25.2;43.328773;-1.832150;10.180
23;DR;2026-09-06T11:33:00.237Z;1459.8;26.37;276;80;107;1.09;3;1.26;25.2;43.328773;-1.832150;10.187
23;DR;2026-09-06T11:33:01.242Z;1460.8;26.72;249;81;108;1.09;3;1.26;25.2;43.328773;-1.832150;10.195
23;DR;2026-09-06T11:33:02.243Z;1461.8;26.72;239;82;109;1.39;3;1.26;25.6;43.328760;-1.832022;10.202
23;DR;2026-09-06T11:33:03.236Z;1462.8;26.76;245;82;109;1.39;3;1.26;27.2;43.328742;-1.831659;10.209
23;DR;2026-09-06T11:33:04.252Z;1463.8;26.60;240;82;109;1.87;3;1.26;27.2;43.328742;-1.831659;10.217
23;DR;2026-09-06T11:33:05.237Z;1464.8;26.27;248;81;110;1.87;3;1.26;27.2;43.328742;-1.831659;10.224
23;DR;2026-09-06T11:33:06.248Z;1465.8;25.86;260;80;110;1.71;3;1.26;27.2;43.328742;-1.831659;10.231
23;DR;2026-09-06T11:33:07.260Z;1466.8;25.65;291;79;111;1.71;3;1.26;27.6;43.328747;-1.831542;10.239
23;DR;2026-09-06T11:33:08.244Z;1467.8;25.94;301;79;111;0.98;3;1.26;27.6;43.328747;-1.831542;10.246
23;DR;2026-09-06T11:33:09.244Z;1468.8;26.23;284;80;112;0.98;3;1.26;28.2;43.328765;-1.831311;10.253
23;DR;2026-09-06T11:33:10.236Z;1469.8;26.79;260;81;112;1.23;3;1.26;28.2;43.328765;-1.831311;10.260
23;DR;2026-09-06T11:33:11.251Z;1470.8;27.19;241;82;112;1.23;3;1.26;29.6;43.328808;-1.830980;10.268
23;DR;2026-09-06T11:33:12.242Z;1471.8;26.82;212;83;113;1.75;3;1.26;29.6;43.328808;-1.830980;10.275
23;DR;2026-09-06T11:33:13.242Z;1472.8;26.49;242;82;113;1.75;3;1.26;29.6;43.328808;-1.830980;10.283
23;DR;2026-09-06T11:33:14.248Z;1473.8;26.05;250;81;113;0.75;3;1.26;29.6;43.328808;-1.830980;10.290
23;DR;2026-09-06T11:33:15.244Z;1474.8;25.77;288;80;114;0.75;3;1.26;29.6;43.328825;-1.830874;10.297
23;DR;2026-09-06T11:33:16.250Z;1475.8;26.45;263;80;114;0.22;3;1.26;30.0;43.328890;-1.830573;10.305
23;DR;2026-09-06T11:33:17.245Z;1476.8;27.37;261;82;115;0.22;3;1.26;30.0;43.328890;-1.830573;10.312
23;DR;2026-09-06T11:33:18.240Z;1477.8;27.91;197;82;116;0.31;3;1.26;30.0;43.328890;-1.830573;10.320
23;DR;2026-09-06T11:33:19.246Z;1478.8;28.01;176;85;116;0.31;3;1.26;30.0;43.328890;-1.830573;10.327
23;DR;2026-09-06T11:33:20.239Z;1479.8;27.50;144;87;117;0.89;3;1.26;30.8;43.328977;-1.830282;10.335
23;DR;2026-09-06T11:33:21.242Z;1480.8;26.91;142;84;117;0.89;3;1.26;30.8;43.328977;-1.830282;10.343
23;DR;2026-09-06T11:33:22.248Z;1481.8;26.60;184;82;117;0.44;3;1.26;30.8;43.328977;-1.830282;10.350
23;DR;2026-09-06T11:33:23.248Z;1482.8;26.69;236;82;117;0.44;3;1.26;31.2;43.329081;-1.829997;10.358
23;DR;2026-09-06T11:33:24.236Z;1483.8;27.15;217;81;118;0.21;3;1.26;31.2;43.329081;-1.829997;10.365
23;DR;2026-09-06T11:33:25.240Z;1484.8;27.43;174;84;119;0.21;3;1.26;31.2;43.329081;-1.829997;10.373
23;DR;2026-09-06T11:33:26.255Z;1485.8;27.39;161;84;120;-0.80;3;1.26;30.6;43.329258;-1.829635;10.380
23;DR;2026-09-06T11:33:27.237Z;1486.8;27.30;160;84;120;-0.80;3;1.26;30.6;43.329258;-1.829635;10.388
23;DR;2026-09-06T11:33:28.250Z;1487.8;27.72;149;83;121;-1.70;3;1.26;30.6;43.329258;-1.829635;10.395
23;DR;2026-09-06T11:33:29.252Z;1488.8;28.47;130;83;122;-1.70;3;1.26;30.6;43.329258;-1.829635;10.403
23;DR;2026-09-06T11:33:30.241Z;1489.8;28.91;112;86;122;-2.70;3;1.26;30.6;43.329258;-1.829635;10.411
23;DR;2026-09-06T11:33:31.253Z;1490.8;29.13;108;88;123;-2.70;3;1.26;29.6;43.329419;-1.829348;10.419
23;DR;2026-09-06T11:33:32.239Z;1491.8;29.24;103;88;123;-3.41;3;1.26;29.6;43.329419;-1.829348;10.427
23;DR;2026-09-06T11:33:33.255Z;1492.8;29.37;109;89;123;-3.41;3;1.26;29.6;43.329419;-1.829348;10.436
23;DR;2026-09-06T11:33:34.240Z;1493.8;29.53;110;91;124;-3.75;3;1.26;29.6;43.329419;-1.829348;10.444
23;DR;2026-09-06T11:33:35.242Z;1494.8;29.63;105;91;124;-3.75;3;1.26;28.4;43.329588;-1.829032;10.452
23;DR;2026-09-06T11:33:36.247Z;1495.8;29.62;100;90;125;-3.78;3;1.26;28.4;43.329588;-1.829032;10.460
23;DR;2026-09-06T11:33:37.237Z;1496.8;29.63;105;90;125;-3.78;3;1.26;28.4;43.329588;-1.829032;10.468
23;DR;2026-09-06T11:33:38.236Z;1497.8;29.64;103;91;125;-4.77;3;1.26;27.8;43.329634;-1.828914;10.476
23;DR;2026-09-06T11:33:39.248Z;1498.8;29.59;96;90;125;-4.77;3;1.26;27.8;43.329634;-1.828914;10.485
23;DR;2026-09-06T11:33:40.239Z;1499.8;29.63;109;90;125;-3.77;3;1.26;27.0;43.329713;-1.828663;10.493
23;DR;2026-09-06T11:33:41.260Z;1500.8;29.72;105;91;125;-3.77;3;1.26;27.0;43.329713;-1.828663;10.501
23;DR;2026-09-06T11:33:42.240Z;1501.8;29.71;97;90;125;-3.60;3;1.26;26.6;43.329743;-1.828532;10.509
23;DR;2026-09-06T11:33:43.241Z;1502.8;29.60;100;91;125;-3.60;3;1.26;26.6;43.329743;-1.828532;10.518
23;DR;2026-09-06T11:33:44.240Z;1503.8;29.52;101;91;125;-4.60;3;1.26;25.6;43.329766;-1.828396;10.526
23;DR;2026-09-06T11:33:45.242Z;1504.8;29.49;105;90;124;-4.60;3;1.26;25.2;43.329784;-1.828256;10.534
23;DR;2026-09-06T11:33:46.238Z;1505.8;29.53;105;90;124;-3.60;3;1.26;25.2;43.329784;-1.828256;10.542
23;DR;2026-09-06T11:33:47.238Z;1506.8;29.57;105;90;123;-3.60;3;1.26;24.4;43.329822;-1.827971;10.551
23;DR;2026-09-06T11:33:48.249Z;1507.8;29.60;103;91;123;-4.07;3;1.26;24.4;43.329822;-1.827971;10.559
23;DR;2026-09-06T11:33:49.240Z;1508.8;29.59;102;90;122;-4.07;3;1.26;23.6;43.329843;-1.827823;10.567
23;DR;2026-09-06T11:33:50.236Z;1509.8;29.57;102;90;122;-4.46;3;1.26;23.6;43.329843;-1.827823;10.575
23;DR;2026-09-06T11:33:51.239Z;1510.8;29.58;100;91;121;-4.46;3;1.26;23.2;43.329863;-1.827673;10.583
23;DR;2026-09-06T11:33:52.243Z;1511.8;29.59;101;91;120;-4.81;3;1.26;22.0;43.329908;-1.827371;10.592
23;DR;2026-09-06T11:33:53.242Z;1512.8;29.51;96;89;119;-4.81;3;1.26;22.0;43.329908;-1.827371;10.600
23;DR;2026-09-06T11:33:54.243Z;1513.8;29.42;100;90;118;-5.12;3;1.26;22.0;43.329908;-1.827371;10.608
23;DR;2026-09-06T11:33:55.254Z;1514.8;29.41;98;90;117;-5.12;3;1.26;20.4;43.329971;-1.827072;10.616
23;DR;2026-09-06T11:33:56.254Z;1515.8;29.45;101;90;117;-6.12;3;1.26;20.4;43.329971;-1.827072;10.624
23;DR;2026-09-06T11:33:57.249Z;1516.8;29.44;99;90;116;-6.12;3;1.26;20.4;43.329971;-1.827072;10.633
23;DR;2026-09-06T11:33:58.255Z;1517.8;29.42;102;90;115;-5.45;3;1.26;20.4;43.329971;-1.827072;10.641
23;DR;2026-09-06T11:33:59.245Z;1518.8;29.49;107;90;115;-5.45;3;1.26;19.0;43.330050;-1.826771;10.649
